2	8	6
26	30	
0.64	0.82	0.75	0.63	0.72	0.69	
0.69	0.75	0.71	0.67	0.70	0.75	
0.68	0.82	0.76	0.64	0.65	0.64	
0.72	0.79	0.70	0.81	0.71	0.79	
0.69	0.81	0.66	0.69	0.69	0.67	
0.64	0.73	0.73	0.68	0.78	0.66	
0.70	0.67	0.74	0.72	0.75	0.74	
0.72	0.70	0.64	0.79	0.70	0.67	

4.09	1.98	4.51	4.16	2.62	1.67	
4.65	4.66	3.18	1.68	3.26	4.61	
3.73	1.85	4.33	3.75	2.30	4.65	
4.23	1.91	3.78	3.09	1.69	3.93	
3.74	2.42	3.79	2.35	2.44	1.84	
3.28	3.91	2.66	2.16	2.12	2.94	
2.92	1.77	4.09	4.14	2.90	1.75	
2.16	2.49	1.69	1.97	2.17	2.06	

4.43	1.83	2.03	2.35	3.61	3.44	
3.36	4.34	2.17	2.06	3.93	4.50	
3.67	1.89	2.94	2.40	3.42	2.91	
2.82	4.41	2.91	1.82	2.78	3.16	
4.20	4.26	3.74	2.36	4.34	4.48	
2.97	3.22	2.30	1.80	3.50	3.67	
2.91	3.05	2.13	3.10	4.57	2.08	
2.82	2.45	2.91	2.66	4.37	2.72	

