2	10	6
22	23	
0.77	0.80	0.74	0.66	0.81	0.71	
0.73	0.66	0.81	0.81	0.69	0.81	
0.63	0.67	0.71	0.63	0.69	0.79	
0.69	0.63	0.77	0.80	0.63	0.75	
0.63	0.65	0.69	0.79	0.74	0.80	
0.63	0.80	0.66	0.73	0.79	0.66	
0.63	0.76	0.70	0.64	0.78	0.72	
0.77	0.68	0.74	0.64	0.78	0.69	
0.67	0.74	0.82	0.75	0.70	0.68	
0.79	0.63	0.70	0.77	0.76	0.76	

2.04	1.37	2.60	2.66	1.81	3.56	
3.90	4.01	1.44	3.47	3.02	2.56	
2.88	1.84	3.52	2.98	2.45	3.61	
3.34	1.43	2.37	3.38	1.48	3.67	
1.79	1.70	3.88	1.47	2.33	1.42	
2.70	3.82	1.53	2.48	2.50	2.25	
1.46	2.48	3.27	1.76	1.98	1.75	
1.20	2.87	3.73	1.90	1.83	2.06	
1.98	2.09	2.41	1.90	1.34	3.69	
1.29	2.04	3.80	2.82	3.93	1.56	

2.37	1.56	2.53	3.03	2.33	2.12	
2.43	1.23	1.50	1.79	3.37	1.67	
3.63	1.58	3.97	2.36	2.04	2.06	
2.77	3.04	3.82	1.71	2.16	2.99	
3.25	2.05	1.43	1.86	4.00	1.60	
3.53	3.65	2.53	3.98	1.52	1.32	
2.14	1.12	3.73	2.47	1.93	3.49	
2.38	1.13	1.91	2.03	2.78	1.98	
2.69	1.87	3.01	1.89	3.40	2.31	
2.31	1.78	3.21	2.70	3.70	2.46	

