2	8	6
34	38	
0.73	0.69	0.70	0.67	0.76	0.63	
0.69	0.82	0.73	0.65	0.82	0.69	
0.78	0.70	0.70	0.78	0.65	0.68	
0.81	0.77	0.66	0.81	0.66	0.74	
0.69	0.67	0.64	0.80	0.68	0.75	
0.68	0.74	0.68	0.76	0.63	0.67	
0.82	0.72	0.76	0.82	0.75	0.70	
0.78	0.66	0.82	0.71	0.70	0.77	

2.23	4.46	3.35	2.07	4.73	3.48	
1.88	3.40	4.80	2.36	4.29	4.49	
2.51	3.70	4.34	3.83	4.73	2.95	
1.85	3.92	2.42	3.21	2.59	3.14	
3.38	4.61	3.06	1.89	3.64	3.85	
3.40	2.76	4.10	3.94	3.54	3.64	
2.42	3.11	4.33	4.52	3.78	3.06	
2.86	2.91	3.16	2.46	3.34	4.77	

4.55	2.16	2.90	3.35	3.68	4.12	
3.74	3.61	3.73	4.18	3.28	4.32	
4.78	2.21	3.55	2.48	2.69	2.12	
2.08	1.94	2.89	2.83	2.24	3.56	
2.47	2.76	2.77	2.34	2.74	4.13	
4.36	4.29	3.69	4.71	3.57	3.60	
2.07	2.45	3.48	3.33	3.46	3.04	
3.32	4.38	3.55	3.69	2.28	2.74	

