2	9	6
23	24	
0.80	0.79	0.70	0.64	0.72	0.75	
0.71	0.78	0.70	0.70	0.63	0.71	
0.76	0.76	0.62	0.79	0.73	0.71	
0.70	0.75	0.64	0.81	0.75	0.76	
0.78	0.78	0.71	0.72	0.72	0.71	
0.78	0.76	0.65	0.68	0.73	0.73	
0.63	0.67	0.63	0.76	0.78	0.77	
0.71	0.65	0.76	0.76	0.79	0.78	
0.79	0.73	0.68	0.69	0.73	0.64	

2.90	3.72	1.26	2.58	3.98	2.00	
2.54	3.82	3.75	3.57	2.21	1.67	
2.09	3.64	1.28	3.57	2.47	2.05	
3.26	3.95	2.45	2.67	2.25	3.62	
3.01	3.51	2.48	2.99	2.39	1.78	
1.35	3.57	3.32	3.27	1.60	2.04	
3.60	1.40	1.64	3.05	2.09	2.54	
3.27	2.13	3.01	3.29	1.98	2.00	
3.80	1.48	2.06	3.81	3.31	1.58	

3.00	1.91	2.65	4.20	3.08	2.50	
2.51	1.59	3.06	1.46	2.22	3.00	
1.96	1.64	1.77	2.91	3.27	2.55	
1.69	4.15	2.44	2.52	2.27	3.16	
1.25	3.58	1.30	2.96	1.88	2.68	
3.41	2.06	3.58	2.23	2.32	2.67	
2.91	3.11	1.49	2.91	1.29	2.57	
3.12	3.55	2.56	2.55	2.05	3.85	
2.90	3.61	2.46	1.42	2.33	3.95	

