2	8	5
23	19	
0.76	0.69	0.79	0.64	0.63	
0.75	0.69	0.80	0.79	0.73	
0.63	0.76	0.77	0.81	0.74	
0.64	0.63	0.73	0.65	0.71	
0.69	0.65	0.76	0.73	0.75	
0.69	0.73	0.66	0.67	0.64	
0.68	0.65	0.65	0.78	0.68	
0.70	0.67	0.79	0.72	0.68	

3.17	2.43	2.80	4.01	2.03	
2.50	3.56	3.83	4.17	2.86	
3.35	2.74	1.40	1.22	2.77	
3.05	2.26	1.47	2.27	2.09	
2.77	3.63	3.89	2.21	1.84	
3.46	2.96	3.62	2.50	2.76	
4.19	1.66	1.22	3.53	4.01	
3.22	1.60	3.56	2.62	2.33	

1.31	2.38	1.23	2.91	1.52	
1.34	3.31	3.52	2.47	2.97	
3.95	3.83	1.79	1.96	2.28	
3.36	3.90	2.87	2.10	4.18	
1.77	1.46	2.93	2.32	2.19	
1.22	3.86	3.26	3.93	2.56	
2.47	2.93	1.29	3.75	2.50	
2.42	1.80	1.48	1.32	1.59	

