2	10	6
37	38	
0.76	0.79	0.77	0.65	0.69	0.76	
0.74	0.75	0.80	0.68	0.78	0.73	
0.65	0.72	0.81	0.77	0.73	0.69	
0.76	0.63	0.72	0.80	0.75	0.63	
0.80	0.67	0.76	0.64	0.78	0.70	
0.76	0.67	0.63	0.66	0.79	0.80	
0.79	0.76	0.67	0.75	0.77	0.73	
0.64	0.80	0.71	0.73	0.78	0.66	
0.80	0.80	0.74	0.68	0.69	0.71	
0.76	0.70	0.66	0.80	0.75	0.75	

1.66	1.83	2.01	4.29	1.64	2.84	
3.67	3.14	4.22	3.54	4.23	2.66	
3.63	3.15	3.73	4.57	4.43	3.18	
3.71	2.86	2.00	3.29	2.30	1.90	
4.13	2.72	3.64	1.75	3.95	2.97	
2.71	2.21	1.74	3.97	2.07	2.73	
4.10	3.72	2.52	4.05	3.16	1.62	
3.46	3.21	2.45	2.94	4.33	4.11	
3.83	2.55	4.56	2.48	1.96	3.85	
3.11	2.90	3.86	1.78	4.44	4.51	

2.28	3.46	3.99	1.91	1.63	4.19	
3.91	3.68	1.92	3.48	1.69	4.05	
2.40	3.02	2.45	4.01	2.87	3.44	
3.18	3.27	4.43	1.99	3.22	4.46	
3.51	3.35	4.56	3.04	3.16	4.19	
3.10	4.09	3.43	4.26	2.39	2.35	
1.98	1.61	3.31	2.31	3.77	2.50	
3.44	3.00	2.47	1.87	4.27	2.00	
3.54	4.48	3.54	2.19	2.94	4.49	
3.78	2.58	2.96	2.79	2.43	3.17	

