2	8	4
38	41	
0.63	0.67	0.64	0.64	
0.73	0.65	0.72	0.62	
0.78	0.61	0.79	0.66	
0.71	0.75	0.73	0.74	
0.78	0.77	0.62	0.68	
0.66	0.63	0.80	0.61	
0.61	0.64	0.71	0.79	
0.75	0.69	0.76	0.79	

3.08	2.29	4.64	4.68	
3.12	2.60	3.77	3.16	
4.10	3.93	2.61	2.49	
4.81	3.76	4.06	3.57	
4.72	2.62	4.80	3.00	
4.78	2.05	2.88	3.85	
2.19	3.39	3.35	3.81	
3.93	4.73	4.39	2.03	

2.86	3.68	2.13	3.68	
3.68	4.05	2.97	2.09	
3.20	2.90	2.78	3.84	
4.25	3.31	4.78	3.42	
3.00	3.92	4.13	2.92	
4.16	3.82	4.24	3.08	
4.75	3.11	2.19	3.79	
2.58	2.94	3.67	3.99	

