2	12	4
31	38	
0.79	0.66	0.80	0.61	
0.73	0.76	0.63	0.67	
0.73	0.62	0.71	0.75	
0.64	0.65	0.80	0.73	
0.75	0.78	0.71	0.63	
0.70	0.66	0.69	0.62	
0.60	0.64	0.67	0.62	
0.61	0.66	0.61	0.60	
0.73	0.63	0.68	0.67	
0.71	0.69	0.80	0.63	
0.67	0.76	0.77	0.68	
0.67	0.67	0.65	0.77	

2.31	1.93	1.42	2.07	
1.66	2.32	3.46	3.78	
3.78	3.04	1.53	3.39	
2.41	2.72	2.20	1.38	
1.71	2.86	3.15	2.58	
1.71	4.32	2.74	2.67	
3.63	4.07	1.88	4.12	
2.62	2.24	1.66	3.74	
3.09	2.48	2.01	1.37	
1.43	3.10	1.56	2.64	
3.35	1.49	2.51	2.40	
3.53	1.48	2.90	3.56	

3.41	2.54	2.91	3.56	
2.51	1.60	1.93	4.07	
4.33	2.67	3.35	1.62	
3.49	3.92	1.92	3.51	
2.90	1.64	2.53	4.14	
1.46	3.39	3.59	3.26	
2.89	3.24	3.62	2.84	
3.71	4.16	1.82	3.20	
1.73	2.81	2.66	4.18	
4.30	3.62	2.40	3.04	
2.75	4.24	1.93	1.93	
1.50	1.95	2.93	3.99	

