2	10	4
32	30	
0.71	0.61	0.62	0.62	
0.76	0.71	0.73	0.61	
0.60	0.69	0.78	0.63	
0.78	0.61	0.77	0.72	
0.67	0.71	0.68	0.62	
0.64	0.78	0.65	0.66	
0.68	0.77	0.60	0.80	
0.68	0.66	0.69	0.77	
0.70	0.63	0.65	0.61	
0.78	0.78	0.73	0.68	

2.17	2.36	1.67	3.32	
3.46	3.64	3.01	2.75	
2.00	2.51	2.67	4.13	
2.80	3.17	3.66	3.49	
2.72	2.45	2.03	1.40	
4.10	2.33	1.40	1.76	
2.72	2.91	3.78	4.07	
3.07	1.97	2.79	3.14	
4.09	3.68	1.77	1.51	
3.34	1.37	4.23	1.37	

1.71	2.00	2.10	1.60	
2.20	3.96	2.20	2.72	
4.14	1.97	2.44	2.55	
2.06	3.07	4.00	3.52	
2.35	2.15	2.32	2.68	
1.79	3.18	2.81	2.68	
2.34	1.65	3.02	3.67	
2.40	2.99	2.31	3.79	
4.23	1.96	4.02	1.34	
2.66	3.68	1.29	1.28	

