2	8	4
27	29	
0.61	0.68	0.72	0.77	
0.76	0.71	0.76	0.75	
0.68	0.67	0.62	0.76	
0.70	0.80	0.72	0.65	
0.68	0.61	0.76	0.76	
0.77	0.69	0.64	0.77	
0.70	0.65	0.66	0.67	
0.66	0.63	0.65	0.64	

4.34	2.63	1.59	3.29	
2.69	4.04	1.85	3.45	
1.73	2.24	2.81	3.79	
3.24	4.05	1.58	3.84	
1.65	2.80	2.36	2.58	
1.60	4.15	1.83	2.17	
3.06	4.41	3.75	3.73	
1.96	2.78	2.57	3.21	

2.99	1.89	2.23	3.20	
3.31	4.49	4.20	1.99	
2.02	2.66	3.66	3.10	
2.52	2.31	4.49	4.22	
4.29	3.11	1.78	2.35	
2.11	2.45	2.44	3.80	
2.63	2.98	2.14	1.93	
3.96	4.10	2.34	3.31	

