2	9	4
34	35	
0.68	0.76	0.64	0.62	
0.77	0.80	0.75	0.77	
0.64	0.71	0.68	0.66	
0.62	0.72	0.76	0.61	
0.69	0.73	0.60	0.63	
0.70	0.67	0.68	0.73	
0.62	0.73	0.71	0.71	
0.74	0.62	0.73	0.72	
0.72	0.67	0.78	0.75	

2.68	2.84	2.76	2.60	
1.83	3.25	2.61	2.73	
2.67	1.91	3.44	2.20	
3.96	1.71	3.25	4.09	
4.51	3.65	1.88	3.68	
4.38	4.13	1.81	4.09	
4.63	4.11	3.09	4.52	
2.48	2.85	4.53	1.70	
1.84	2.09	4.03	3.30	

3.19	1.83	2.71	3.11	
4.32	2.24	3.95	3.25	
3.29	2.11	1.89	3.62	
2.28	4.23	2.71	2.85	
2.25	3.74	3.22	2.69	
1.89	2.30	2.72	3.89	
4.51	4.45	3.71	2.30	
3.51	4.38	3.65	2.49	
4.39	2.14	4.01	2.06	

