2	9	4
38	38	
0.71	0.62	0.72	0.67	
0.69	0.63	0.60	0.68	
0.62	0.75	0.74	0.71	
0.79	0.78	0.73	0.69	
0.66	0.74	0.78	0.71	
0.66	0.68	0.75	0.63	
0.63	0.77	0.79	0.62	
0.75	0.69	0.63	0.74	
0.65	0.61	0.66	0.65	

3.39	2.26	2.05	4.22	
3.80	4.53	2.33	2.29	
1.81	2.31	4.49	3.96	
2.35	3.38	4.55	2.22	
2.93	2.63	3.13	3.07	
3.52	1.93	3.18	1.99	
4.35	3.37	4.41	3.90	
3.89	1.73	3.96	3.82	
4.21	4.64	4.05	2.79	

2.90	2.91	3.48	2.70	
2.24	2.14	3.99	3.28	
2.69	2.14	3.72	3.71	
2.22	2.28	2.88	4.58	
3.35	2.91	4.45	3.10	
3.22	2.85	1.80	1.91	
2.62	3.68	4.00	3.12	
3.78	3.03	2.19	2.47	
3.93	2.75	3.61	1.78	

