2	10	4
51	50	
0.67	0.63	0.63	0.78	
0.75	0.76	0.65	0.60	
0.71	0.61	0.74	0.75	
0.75	0.75	0.62	0.75	
0.79	0.61	0.66	0.76	
0.80	0.73	0.75	0.77	
0.67	0.62	0.63	0.65	
0.65	0.77	0.60	0.63	
0.77	0.60	0.73	0.66	
0.64	0.66	0.77	0.73	

4.08	2.76	2.83	3.91	
4.18	2.36	2.38	2.41	
2.09	3.59	3.99	2.10	
2.66	3.54	4.10	2.85	
4.86	2.73	3.64	3.00	
3.72	3.54	4.07	4.86	
3.42	3.57	3.16	4.60	
2.12	4.51	3.31	4.55	
4.21	2.45	3.91	2.59	
2.27	4.60	4.52	3.13	

2.54	2.91	4.70	3.80	
4.14	2.49	4.19	3.18	
4.45	2.55	3.00	4.87	
4.58	2.44	2.09	3.54	
4.73	2.55	3.13	4.87	
3.22	2.57	2.45	2.09	
3.68	4.34	2.03	3.87	
4.40	2.72	2.97	2.48	
4.46	2.98	3.83	4.67	
4.89	3.40	3.39	4.48	

