2	9	4
41	33	
0.72	0.77	0.73	0.78	
0.63	0.73	0.72	0.75	
0.60	0.75	0.63	0.64	
0.65	0.71	0.65	0.74	
0.69	0.77	0.76	0.72	
0.75	0.68	0.76	0.79	
0.75	0.74	0.74	0.69	
0.69	0.68	0.77	0.66	
0.70	0.72	0.75	0.72	

2.44	4.18	4.04	2.99	
2.21	1.80	2.85	2.00	
1.76	2.98	3.15	3.15	
3.88	2.92	4.16	3.40	
3.36	2.09	3.61	4.21	
3.19	3.27	3.16	4.06	
3.08	3.67	3.63	2.74	
4.22	2.34	2.03	3.82	
4.08	4.53	4.28	3.68	

1.77	3.05	4.17	4.57	
3.64	3.23	2.75	1.76	
3.22	3.58	2.78	1.85	
2.46	2.56	2.79	2.96	
2.57	2.16	2.03	1.92	
3.45	4.03	2.38	4.07	
2.06	4.04	2.00	3.04	
4.35	3.45	2.63	2.63	
3.19	2.00	3.13	1.67	

