2	9	4
31	29	
0.60	0.61	0.61	0.66	
0.65	0.66	0.67	0.69	
0.61	0.64	0.67	0.69	
0.70	0.65	0.66	0.66	
0.68	0.63	0.65	0.69	
0.66	0.64	0.61	0.63	
0.68	0.62	0.67	0.66	
0.60	0.65	0.61	0.69	
0.64	0.66	0.63	0.68	

1.69	1.80	1.80	2.15	
2.78	3.00	2.60	2.23	
2.24	2.49	2.50	1.62	
2.30	2.44	2.81	2.67	
2.06	3.00	2.76	2.17	
2.63	2.81	2.11	2.79	
2.65	3.05	1.79	1.57	
2.80	2.48	2.18	1.71	
2.17	2.59	2.05	2.33	

1.89	2.97	1.81	1.80	
2.19	2.41	1.87	1.57	
1.95	2.27	1.68	1.84	
1.94	3.00	1.74	2.35	
1.69	1.89	2.88	2.66	
2.53	2.28	2.47	2.03	
2.51	2.20	2.61	2.39	
2.08	2.77	3.02	1.63	
2.41	2.81	2.71	2.20	

