2	10	4
39	36	
0.64	0.68	0.70	0.64	
0.68	0.65	0.66	0.64	
0.62	0.67	0.62	0.68	
0.63	0.68	0.69	0.62	
0.61	0.62	0.61	0.62	
0.63	0.69	0.61	0.62	
0.67	0.64	0.65	0.62	
0.66	0.63	0.66	0.64	
0.70	0.66	0.62	0.63	
0.61	0.62	0.69	0.64	

2.91	2.46	3.00	2.54	
1.99	1.98	1.94	3.17	
2.15	2.82	2.23	2.90	
1.97	2.08	2.88	2.52	
2.44	2.54	2.63	2.04	
2.29	2.87	2.32	3.15	
2.97	2.62	1.76	2.88	
2.09	3.18	1.98	2.67	
2.08	3.04	2.67	2.83	
2.79	2.92	3.11	2.26	

2.51	2.56	1.80	2.43	
1.99	1.76	2.58	2.26	
1.90	2.43	2.36	2.75	
2.26	1.96	1.89	2.33	
2.20	3.13	2.22	2.76	
2.41	1.97	2.52	2.11	
3.19	1.95	2.29	3.12	
2.78	2.84	3.09	2.19	
2.37	2.60	1.78	3.09	
1.96	3.04	2.87	2.77	

