2	8	4
17	16	
0.61	0.60	0.67	0.63	
0.60	0.61	0.69	0.67	
0.68	0.69	0.63	0.66	
0.64	0.60	0.69	0.68	
0.66	0.67	0.62	0.63	
0.65	0.63	0.60	0.63	
0.64	0.70	0.63	0.67	
0.61	0.70	0.68	0.68	

2.54	1.87	1.85	1.72	
1.73	1.57	2.10	2.15	
2.55	1.30	1.68	1.84	
1.42	2.37	1.14	2.32	
1.44	1.75	1.85	1.63	
2.46	1.09	1.97	2.06	
2.45	1.72	2.44	1.80	
1.37	1.64	1.30	1.20	

2.27	1.30	1.22	1.22	
1.50	2.11	1.71	1.67	
1.38	2.42	2.11	2.11	
1.90	1.27	1.28	2.15	
1.53	1.11	1.38	1.32	
1.50	1.28	1.79	1.44	
1.41	1.57	1.15	1.53	
2.33	1.82	1.24	2.27	

