2	9	4
18	16	
0.65	0.61	0.61	0.65	
0.66	0.63	0.62	0.63	
0.69	0.64	0.68	0.65	
0.66	0.68	0.61	0.69	
0.70	0.61	0.66	0.69	
0.68	0.69	0.60	0.70	
0.62	0.64	0.70	0.63	
0.63	0.61	0.68	0.63	
0.61	0.65	0.65	0.63	

1.87	1.78	1.77	2.09	
2.14	1.15	1.62	1.23	
1.91	1.46	1.26	2.45	
2.36	1.16	2.04	1.55	
1.98	2.50	1.76	1.51	
1.40	2.00	1.86	1.86	
1.94	1.28	2.14	2.26	
2.22	2.16	1.12	2.14	
1.38	2.25	1.07	2.08	

1.43	1.23	1.76	1.37	
1.18	2.08	2.10	1.55	
1.63	1.14	2.00	2.04	
1.06	1.44	1.65	2.36	
2.45	1.69	2.32	1.22	
1.68	2.34	1.20	1.60	
2.35	1.25	2.41	1.74	
1.73	1.06	1.04	2.42	
2.13	2.30	1.14	1.08	

