2	9	4
24	23	
0.69	0.66	0.61	0.66	
0.67	0.61	0.65	0.67	
0.62	0.64	0.60	0.60	
0.68	0.62	0.70	0.61	
0.60	0.65	0.66	0.63	
0.65	0.67	0.62	0.68	
0.69	0.68	0.68	0.64	
0.61	0.68	0.61	0.66	
0.70	0.67	0.65	0.64	

1.68	1.72	1.77	1.89	
1.85	1.75	2.45	2.54	
2.23	1.81	1.37	2.11	
1.92	1.31	1.55	1.27	
1.63	1.70	1.60	2.67	
1.77	2.30	2.26	2.20	
1.59	2.64	1.26	1.31	
2.17	2.24	2.69	2.19	
1.95	2.52	2.43	2.40	

1.83	1.23	2.31	1.49	
1.88	1.99	2.17	2.15	
2.00	2.07	2.64	2.52	
1.71	1.86	2.33	1.21	
1.87	2.52	1.63	2.57	
1.56	2.50	1.50	2.00	
1.25	2.65	2.15	1.41	
2.52	2.44	1.79	2.38	
2.00	2.15	2.68	2.52	

