2	8	4
27	26	
0.61	0.68	0.68	0.65	
0.65	0.66	0.67	0.64	
0.65	0.68	0.65	0.67	
0.62	0.61	0.69	0.66	
0.63	0.66	0.63	0.67	
0.68	0.63	0.60	0.67	
0.69	0.67	0.69	0.65	
0.68	0.62	0.61	0.64	

2.68	1.76	2.32	2.49	
2.21	2.06	2.30	2.00	
2.74	1.97	3.01	1.83	
1.75	2.41	2.87	3.00	
3.00	2.56	2.92	1.79	
1.91	2.86	2.35	2.70	
2.32	3.02	2.85	2.92	
1.67	2.38	1.93	1.71	

1.96	2.27	1.69	2.88	
3.03	2.21	1.90	3.08	
1.85	2.91	3.02	2.70	
2.25	2.18	1.63	1.96	
2.08	2.07	3.06	2.60	
1.93	2.72	1.61	2.48	
1.89	2.51	2.22	2.94	
2.56	1.71	1.88	2.81	

