2	9	4
35	35	
0.70	0.69	0.61	0.64	
0.68	0.65	0.63	0.63	
0.65	0.69	0.66	0.64	
0.69	0.66	0.68	0.65	
0.68	0.64	0.62	0.63	
0.62	0.61	0.67	0.64	
0.69	0.61	0.62	0.64	
0.67	0.63	0.63	0.65	
0.70	0.70	0.62	0.69	

1.95	2.20	3.12	1.84	
2.30	3.02	2.79	2.98	
2.95	2.01	2.40	2.27	
1.90	2.77	2.43	3.26	
2.01	2.74	3.17	2.61	
2.66	2.66	2.79	2.60	
2.22	2.66	2.50	1.94	
2.25	3.24	1.87	2.47	
2.66	3.04	2.61	1.90	

2.84	2.73	3.11	2.00	
2.78	2.92	2.40	2.48	
1.90	2.98	3.00	2.64	
3.21	2.99	2.74	2.56	
2.89	2.66	2.02	1.84	
2.50	2.10	3.14	3.08	
2.03	1.85	2.53	2.59	
1.90	2.28	2.53	1.83	
2.08	2.18	3.15	3.16	

