2	8	4
36	35	
0.67	0.67	0.63	0.69	
0.69	0.69	0.65	0.66	
0.67	0.61	0.70	0.68	
0.62	0.62	0.69	0.63	
0.63	0.68	0.64	0.61	
0.63	0.64	0.61	0.65	
0.61	0.63	0.67	0.66	
0.61	0.61	0.60	0.67	

2.34	2.81	2.14	3.34	
2.03	2.70	3.05	2.96	
2.45	2.60	2.11	3.33	
2.52	2.92	2.70	3.20	
2.20	2.20	2.97	2.38	
2.89	2.80	2.69	2.87	
2.60	2.91	2.81	2.20	
2.32	2.90	3.22	3.19	

2.96	2.50	3.30	2.81	
2.36	3.34	2.89	2.33	
2.26	2.40	2.00	3.16	
2.36	2.16	2.17	2.09	
2.72	2.74	3.34	2.41	
2.72	2.46	2.93	2.93	
2.36	2.02	3.21	2.81	
1.98	2.65	2.30	2.89	

