2	8	4
35	35	
0.69	0.68	0.66	0.67	
0.66	0.65	0.63	0.67	
0.70	0.65	0.70	0.66	
0.62	0.69	0.68	0.66	
0.63	0.62	0.66	0.65	
0.66	0.63	0.60	0.70	
0.67	0.63	0.63	0.61	
0.61	0.61	0.68	0.62	

2.72	2.32	2.30	2.87	
3.40	2.64	2.00	2.50	
2.05	3.37	2.59	2.68	
2.25	2.08	1.98	2.14	
2.81	3.32	3.14	2.65	
2.84	2.68	2.70	3.20	
2.70	2.30	2.75	3.37	
3.17	2.07	2.15	3.20	

3.09	2.10	2.50	3.17	
2.72	2.58	2.54	3.04	
3.16	3.08	2.28	2.82	
2.04	2.88	1.94	2.99	
2.22	2.25	3.09	2.77	
2.38	3.30	2.63	3.07	
2.64	3.33	2.16	3.41	
2.15	3.06	2.77	3.29	

