2	10	4
35	33	
0.63	0.62	0.64	0.65	
0.68	0.63	0.68	0.64	
0.62	0.60	0.61	0.62	
0.64	0.62	0.63	0.69	
0.60	0.64	0.63	0.62	
0.67	0.64	0.63	0.64	
0.67	0.68	0.68	0.64	
0.65	0.66	0.70	0.68	
0.62	0.68	0.68	0.68	
0.61	0.64	0.64	0.70	

2.78	2.41	3.03	1.72	
2.05	2.53	2.28	1.96	
1.81	2.08	2.38	2.84	
2.52	1.93	3.04	2.81	
2.98	2.52	2.22	2.78	
1.91	2.85	1.74	2.28	
2.15	1.87	2.43	1.67	
2.26	2.46	2.36	3.10	
3.10	2.42	2.38	2.09	
1.71	1.99	3.00	2.38	

3.02	2.22	1.90	2.59	
2.44	1.76	2.92	3.10	
1.74	2.77	2.18	3.15	
1.69	2.06	2.56	2.62	
2.95	2.78	1.90	3.03	
2.64	3.03	1.75	2.60	
3.15	1.91	2.58	2.27	
2.87	1.84	3.04	2.77	
1.68	2.07	2.11	1.79	
2.13	2.26	1.85	2.72	

