2	7	5
24	23	
0.62	0.70	0.65	0.67	0.64	
0.67	0.62	0.62	0.65	0.65	
0.70	0.62	0.71	0.71	0.69	
0.66	0.70	0.65	0.71	0.62	
0.70	0.63	0.64	0.66	0.67	
0.63	0.68	0.68	0.71	0.71	
0.62	0.65	0.69	0.66	0.62	

2.69	2.89	3.01	1.97	2.20	
2.28	2.78	2.27	1.66	2.24	
2.50	2.65	2.93	2.27	2.06	
2.56	2.62	2.94	1.97	2.85	
2.90	2.03	2.41	2.66	2.75	
2.78	2.45	1.74	2.04	2.58	
3.00	2.67	2.72	2.19	3.04	

2.76	3.04	2.46	2.27	2.68	
2.15	2.39	2.89	2.99	1.95	
1.82	2.84	2.68	2.40	1.59	
1.71	2.73	2.89	2.36	2.41	
3.07	2.42	2.86	2.99	1.71	
2.07	1.90	1.78	2.27	2.56	
1.89	2.70	2.82	2.72	2.88	

